source,target,weight
South Korea,Rwanda,4
South Korea,Peru,3
South Korea,Somalia,1
South Korea,Isle of Man,1
South Korea,Maldives,7
South Korea,Kazakhstan,4
South Korea,Austria,7
South Korea,Liberia,3
South Korea,Uruguay,2
South Korea,Switzerland,11
South Korea,South Sudan,1
South Korea,Trinidad and Tobago,1
South Korea,Kuwait,7
South Korea,Virgin Islands,3
South Korea,Egypt,8
South Korea,Congo (Kinshasa),3
South Korea,Niger,3
South Korea,Gabon,2
South Korea,Uzbekistan,1
South Korea,Qatar,10
South Korea,Nigeria,7
South Korea,Barbados,1
South Korea,Saint Kitts and Nevis,1
South Korea,Croatia,4
South Korea,Spain,8
South Korea,Albania,2
South Korea,Netherlands Antilles,2
South Korea,Portugal,7
South Korea,Turkey,10
South Korea,Guinea,1
South Korea,Guadeloupe,1
South Korea,Ghana,4
South Korea,Zimbabwe,5
South Korea,United Arab Emirates,12
South Korea,Georgia,4
South Korea,Comoros,2
South Korea,China,12
South Korea,Pakistan,6
South Korea,Luxembourg,4
South Korea,Libya,3
South Korea,Belgium,6
South Korea,Norway,5
South Korea,Oman,8
South Korea,Vanuatu,1
South Korea,Jordan,7
South Korea,Bahamas,2
South Korea,Togo,1
South Korea,Tunisia,4
South Korea,Azerbaijan,4
South Korea,Mexico,4
South Korea,Honduras,1
South Korea,Lithuania,2
South Korea,Estonia,2
South Korea,East Timor,1
South Korea,Ukraine,5
South Korea,New Zealand,3
South Korea,Namibia,1
South Korea,Armenia,1
South Korea,Israel,4
South Korea,Indonesia,11
South Korea,Papua New Guinea,1
South Korea,Bosnia and Herzegovina,1
South Korea,Cambodia,2
South Korea,Seychelles,2
South Korea,Turkmenistan,1
South Korea,Saudi Arabia,10
South Korea,Zambia,4
South Korea,Denmark,8
South Korea,New Caledonia,1
South Korea,Morocco,7
South Korea,Vietnam,10
South Korea,Puerto Rico,2
South Korea,Mauritius,3
South Korea,Ireland,7
South Korea,Algeria,6
South Korea,Mongolia,1
South Korea,Saint Lucia,2
South Korea,Canada,10
South Korea,Gibraltar,1
South Korea,Suriname,1
South Korea,Fiji,2
South Korea,Guatemala,2
South Korea,Greece,8
South Korea,Ecuador,2
South Korea,Russia,10
South Korea,Reunion,1
South Korea,Equatorial Guinea,3
South Korea,Kenya,8
South Korea,Jamaica,3
South Korea,Germany,12
South Korea,United Kingdom,12
South Korea,Bulgaria,4
South Korea,Turks and Caicos Islands,1
South Korea,Mayotte,2
South Korea,Grenada,1
South Korea,Burundi,1
Cuba,Japan,3
Cuba,Australia,3
Cuba,French Guiana,1
Cuba,Dominican Republic,2
Cuba,Mauritania,1
Cuba,Uganda,2
Cuba,Malawi,2
Cuba,Aruba,1
Cuba,Haiti,1
Cuba,Palau,1
Cuba,Central African Republic,1
Cuba,Thailand,2
Cuba,Costa Rica,2
Cuba,French Polynesia,1
Cuba,Hong Kong,3
Cuba,Antigua and Barbuda,1
Cuba,Singapore,3
Cuba,Poland,2
Cuba,Finland,2
Cuba,Sweden,2
Cuba,Chad,1
Cuba,United States,3
Cuba,Italy,2
Cuba,Djibouti,2
Cuba,Jersey,1
Cuba,Cote d'Ivoire,1
Cuba,France,2
Cuba,Taiwan,2
Cuba,Congo (Brazzaville),2
Cuba,Philippines,2
Cuba,Latvia,2
Cuba,Senegal,1
Cuba,Netherlands,2
Cuba,Romania,2
Cuba,Tanzania,2
Cuba,Chile,2
Cuba,Cyprus,2
Cuba,Burkina Faso,2
Cuba,Colombia,1
Cuba,Brazil,2
Cuba,Panama,2
Cuba,Sierra Leone,2
Cuba,Czech Republic,2
Cuba,Rwanda,2
Cuba,Peru,2
Cuba,Liberia,2
Cuba,Austria,2
Cuba,Kazakhstan,1
Cuba,Uruguay,2
Cuba,Switzerland,2
Cuba,Kuwait,2
Cuba,Virgin Islands,2
Cuba,Egypt,2
Cuba,Congo (Kinshasa),2
Cuba,Niger,2
Cuba,Gabon,1
Cuba,Qatar,2
Cuba,Nigeria,3
Cuba,Barbados,1
Cuba,Croatia,1
Cuba,Spain,2
Cuba,Netherlands Antilles,2
Cuba,Portugal,2
Cuba,Turkey,2
Cuba,Guinea,1
Cuba,Guadeloupe,1
Cuba,Ghana,1
Cuba,Zimbabwe,2
Cuba,United Arab Emirates,3
Cuba,Georgia,2
Cuba,Comoros,2
Cuba,China,3
Cuba,Pakistan,1
Cuba,Luxembourg,2
Cuba,Belgium,2
Cuba,Bahamas,1
Cuba,Oman,2
Cuba,Norway,2
Cuba,Jordan,1
Cuba,Togo,1
Cuba,Tunisia,1
Cuba,Azerbaijan,1
Cuba,Mexico,3
Cuba,Honduras,1
Cuba,Estonia,1
Cuba,Ukraine,2
Cuba,Armenia,1
Cuba,Israel,2
Cuba,Indonesia,2
Cuba,Cambodia,1
Cuba,Saudi Arabia,2
Cuba,Zambia,2
Cuba,Denmark,2
Cuba,Morocco,2
Cuba,Vietnam,1
Cuba,Puerto Rico,3
Cuba,Mauritius,1
Cuba,Ireland,2
Cuba,Algeria,2
Cuba,Saint Lucia,2
Cuba,Canada,2
Cuba,Suriname,1
Cuba,Guatemala,1
Cuba,Greece,2
Cuba,Ecuador,2
Cuba,Russia,3
Cuba,Reunion,1
Cuba,Equatorial Guinea,2
Cuba,Kenya,2
Cuba,Jamaica,3
Cuba,Germany,3
Cuba,United Kingdom,3
Cuba,Mayotte,2
Cuba,Bulgaria,1
Cuba,Grenada,1
Cuba,Burundi,1
Japan,Yemen,1
Japan,Australia,13
Japan,Kyrgyzstan,1
Japan,French Guiana,1
Japan,Macau,1
Japan,Montenegro,1
Japan,Dominican Republic,3
Japan,Mauritania,2
Japan,Uganda,6
Japan,Malawi,2
Japan,Sri Lanka,7
Japan,Guam,2
Japan,Aruba,1
Japan,Palau,2
Japan,Tajikistan,1
Japan,Haiti,1
Japan,Afghanistan,2
Japan,Niue,1
Japan,Central African Republic,1
Japan,Thailand,12
Japan,Costa Rica,3
Japan,Bermuda,1
Japan,French Polynesia,4
Japan,Moldova,1
Japan,Hong Kong,14
Japan,Singapore,14
Japan,Antigua and Barbuda,2
Japan,Poland,8
Japan,Finland,5
Japan,Sweden,8
Japan,Cayman Islands,1
Japan,Chad,2
Japan,United States,14
Japan,Italy,9
Japan,Macedonia,1
Japan,Djibouti,3
Japan,Jersey,2
Japan,Cote d'Ivoire,3
Japan,France,11
Japan,Samoa,1
Japan,Sudan,4
Japan,Taiwan,7
Japan,Iraq,4
Japan,Brunei,1
Japan,Congo (Brazzaville),2
Japan,Philippines,10
Japan,Norfolk Island,1
Japan,Burma,4
Japan,Latvia,3
Japan,Senegal,3
Japan,Netherlands,8
Japan,Iran,4
Japan,Romania,6
Japan,Chile,4
Japan,Tanzania,5
Japan,Cyprus,7
Japan,Burkina Faso,3
Japan,Colombia,1
Japan,Brazil,8
Japan,Mozambique,1
Japan,Panama,2
Japan,Sierra Leone,3
Japan,Czech Republic,6
Japan,Rwanda,4
Japan,Peru,3
Japan,Somalia,1
Japan,Isle of Man,1
Japan,Maldives,7
Japan,Kazakhstan,4
Japan,Austria,7
Japan,Liberia,3
Japan,Uruguay,2
Japan,Switzerland,11
Japan,South Sudan,1
Japan,Trinidad and Tobago,1
Japan,Kuwait,7
Japan,Virgin Islands,3
Japan,Egypt,8
Japan,Congo (Kinshasa),3
Japan,Niger,3
Japan,Gabon,2
Japan,Uzbekistan,1
Japan,Qatar,10
Japan,Nigeria,8
Japan,Barbados,2
Japan,Saint Kitts and Nevis,1
Japan,Croatia,4
Japan,Spain,8
Japan,Albania,2
Japan,Netherlands Antilles,2
Japan,Portugal,7
Japan,Turkey,10
Japan,Cook Islands,1
Japan,Guinea,1
Japan,Guadeloupe,1
Japan,Ghana,4
Japan,Zimbabwe,5
Japan,United Arab Emirates,14
Japan,Georgia,4
Japan,Comoros,2
Japan,China,14
Japan,Pakistan,6
Japan,Luxembourg,4
Japan,Libya,3
Japan,Belgium,6
Japan,Norway,5
Japan,Oman,8
Japan,Vanuatu,2
Japan,Jordan,7
Japan,Bahamas,2
Japan,Togo,1
Japan,Tunisia,4
Japan,Azerbaijan,4
Japan,Mexico,6
Japan,Honduras,1
Japan,Lithuania,2
Japan,Estonia,2
Japan,East Timor,1
Japan,Ukraine,5
Japan,New Zealand,4
Japan,Namibia,1
Japan,Armenia,1
Japan,Israel,4
Japan,Indonesia,11
Japan,Papua New Guinea,1
Japan,Bosnia and Herzegovina,1
Japan,Cambodia,2
Japan,Tonga,1
Japan,Seychelles,2
Japan,Turkmenistan,1
Japan,Saudi Arabia,10
Japan,Zambia,4
Japan,Denmark,8
Japan,New Caledonia,2
Japan,Morocco,7
Japan,Vietnam,10
Japan,Puerto Rico,3
Japan,Mauritius,3
Japan,Ireland,7
Japan,Algeria,6
Japan,Mongolia,1
Japan,Saint Lucia,3
Japan,Canada,11
Japan,Gibraltar,1
Japan,Suriname,1
Japan,Fiji,3
Japan,Guatemala,2
Japan,Greece,8
Japan,Ecuador,2
Japan,Russia,11
Japan,Reunion,1
Japan,Equatorial Guinea,3
Japan,Kenya,8
Japan,Jamaica,4
Japan,Germany,14
Japan,United Kingdom,14
Japan,Bulgaria,4
Japan,Turks and Caicos Islands,1
Japan,Mayotte,2
Japan,Grenada,2
Japan,Burundi,1
Yemen,Switzerland,1
Yemen,South Sudan,1
Yemen,Kuwait,1
Yemen,Egypt,1
Yemen,Congo (Kinshasa),1
Yemen,Niger,1
Yemen,Gabon,1
Yemen,Uzbekistan,1
Yemen,Qatar,1
Yemen,Nigeria,1
Yemen,Croatia,1
Yemen,Spain,1
Yemen,Albania,1
Yemen,Portugal,1
Yemen,Australia,1
Yemen,Kyrgyzstan,1
Yemen,Turkey,1
Yemen,Ghana,1
Yemen,Montenegro,1
Yemen,Mauritania,1
Yemen,Zimbabwe,1
Yemen,Uganda,1
Yemen,United Arab Emirates,1
Yemen,Georgia,1
Yemen,Sri Lanka,1
Yemen,China,1
Yemen,Pakistan,1
Yemen,Luxembourg,1
Yemen,Tajikistan,1
Yemen,Afghanistan,1
Yemen,Thailand,1
Yemen,Libya,1
Yemen,Moldova,1
Yemen,Belgium,1
Yemen,Hong Kong,1
Yemen,Singapore,1
Yemen,Norway,1
Yemen,Oman,1
Yemen,Jordan,1
Yemen,Tunisia,1
Yemen,Azerbaijan,1
Yemen,Poland,1
Yemen,Finland,1
Yemen,Lithuania,1
Yemen,Sweden,1
Yemen,Estonia,1
Yemen,Chad,1
Yemen,Ukraine,1
Yemen,United States,1
Yemen,Italy,1
Yemen,Macedonia,1
Yemen,Djibouti,1
Yemen,Israel,1
Yemen,Indonesia,1
Yemen,Cote d'Ivoire,1
Yemen,Bosnia and Herzegovina,1
Yemen,France,1
Yemen,Turkmenistan,1
Yemen,Saudi Arabia,1
Yemen,Sudan,1
Yemen,Denmark,1
Yemen,Iraq,1
Yemen,Morocco,1
Yemen,Vietnam,1
Yemen,Ireland,1
Yemen,Latvia,1
Yemen,Senegal,1
Yemen,Netherlands,1
Yemen,Iran,1
Yemen,Romania,1
Yemen,Tanzania,1
Yemen,Algeria,1
Yemen,Mongolia,1
Yemen,Cyprus,1
Yemen,Burkina Faso,1
Yemen,Canada,1
Yemen,Brazil,1
Yemen,Greece,1
Yemen,Czech Republic,1
Yemen,Russia,1
Yemen,Rwanda,1
Yemen,Equatorial Guinea,1
Yemen,Kenya,1
Yemen,Somalia,1
Yemen,Germany,1
Yemen,United Kingdom,1
Yemen,Bulgaria,1
Yemen,Maldives,1
Yemen,Kazakhstan,1
Yemen,Austria,1
French Guiana,Switzerland,1
French Guiana,Kuwait,1
French Guiana,Virgin Islands,1
French Guiana,Egypt,1
French Guiana,Congo (Kinshasa),1
French Guiana,Niger,1
French Guiana,Gabon,1
French Guiana,Qatar,1
French Guiana,Nigeria,1
French Guiana,Croatia,1
French Guiana,Spain,1
French Guiana,Netherlands Antilles,1
French Guiana,Portugal,1
French Guiana,Australia,1
French Guiana,Turkey,1
French Guiana,Guinea,1
French Guiana,Guadeloupe,1
French Guiana,Dominican Republic,1
French Guiana,Mauritania,1
French Guiana,Zimbabwe,1
French Guiana,Uganda,1
French Guiana,Malawi,1
French Guiana,United Arab Emirates,1
French Guiana,Georgia,1
French Guiana,Comoros,1
French Guiana,China,1
French Guiana,Haiti,1
French Guiana,Palau,1
French Guiana,Luxembourg,1
French Guiana,Central African Republic,1
French Guiana,Thailand,1
French Guiana,Costa Rica,1
French Guiana,French Polynesia,1
French Guiana,Belgium,1
French Guiana,Hong Kong,1
French Guiana,Singapore,1
French Guiana,Bahamas,1
French Guiana,Oman,1
French Guiana,Norway,1
French Guiana,Jordan,1
French Guiana,Togo,1
French Guiana,Tunisia,1
French Guiana,Azerbaijan,1
French Guiana,Mexico,1
French Guiana,Poland,1
French Guiana,Finland,1
French Guiana,Sweden,1
French Guiana,Chad,1
French Guiana,Ukraine,1
French Guiana,Armenia,1
French Guiana,United States,1
French Guiana,Italy,1
French Guiana,Israel,1
French Guiana,Djibouti,1
French Guiana,Jersey,1
French Guiana,Indonesia,1
French Guiana,Cote d'Ivoire,1
French Guiana,Cambodia,1
French Guiana,France,1
French Guiana,Saudi Arabia,1
French Guiana,Zambia,1
French Guiana,Denmark,1
French Guiana,Taiwan,1
French Guiana,Morocco,1
French Guiana,Congo (Brazzaville),1
French Guiana,Philippines,1
French Guiana,Vietnam,1
French Guiana,Puerto Rico,1
French Guiana,Mauritius,1
French Guiana,Ireland,1
French Guiana,Latvia,1
French Guiana,Senegal,1
French Guiana,Netherlands,1
French Guiana,Romania,1
French Guiana,Tanzania,1
French Guiana,Chile,1
French Guiana,Algeria,1
French Guiana,Saint Lucia,1
French Guiana,Cyprus,1
French Guiana,Burkina Faso,1
French Guiana,Canada,1
French Guiana,Colombia,1
French Guiana,Brazil,1
French Guiana,Guatemala,1
French Guiana,Panama,1
French Guiana,Sierra Leone,1
French Guiana,Greece,1
French Guiana,Czech Republic,1
French Guiana,Ecuador,1
French Guiana,Russia,1
French Guiana,Reunion,1
French Guiana,Rwanda,1
French Guiana,Equatorial Guinea,1
French Guiana,Kenya,1
French Guiana,Peru,1
French Guiana,Jamaica,1
French Guiana,Germany,1
French Guiana,United Kingdom,1
French Guiana,Mayotte,1
French Guiana,Bulgaria,1
French Guiana,Liberia,1
French Guiana,Austria,1
French Guiana,Uruguay,1
Australia,Kyrgyzstan,1
Australia,Lesotho,1
Australia,Montenegro,1
Australia,Dominican Republic,3
Australia,Mauritania,2
Australia,Uganda,7
Australia,Malawi,3
Australia,Sri Lanka,7
Australia,Guam,1
Australia,Aruba,1
Australia,Palau,2
Australia,Tajikistan,1
Australia,Haiti,1
Australia,Afghanistan,2
Australia,Niue,1
Australia,Central African Republic,1
Australia,Thailand,12
Australia,Costa Rica,3
Australia,Bermuda,1
Australia,French Polynesia,4
Australia,Moldova,1
Australia,Hong Kong,14
Australia,Singapore,14
Australia,Antigua and Barbuda,2
Australia,Poland,7
Australia,Finland,5
Australia,Sweden,8
Australia,Cayman Islands,1
Australia,Chad,2
Australia,United States,14
Australia,Italy,9
Australia,Macedonia,1
Australia,Djibouti,3
Australia,Jersey,2
Australia,Cote d'Ivoire,4
Australia,France,10
Australia,Samoa,1
Australia,Sudan,4
Australia,Taiwan,6
Australia,Iraq,4
Australia,Brunei,1
Australia,Congo (Brazzaville),3
Australia,Philippines,9
Australia,Norfolk Island,1
Australia,Burma,3
Australia,Latvia,3
Australia,Senegal,4
Australia,Netherlands,8
Australia,Iran,4
Australia,Romania,6
Australia,Chile,4
Australia,Tanzania,6
Australia,Cyprus,7
Australia,Burkina Faso,3
Australia,Botswana,1
Australia,Mozambique,2
Australia,Brazil,9
Australia,Colombia,1
Australia,Panama,2
Australia,Sierra Leone,3
Australia,Czech Republic,6
Australia,Rwanda,5
Australia,Peru,3
Australia,Somalia,1
Australia,Isle of Man,1
Australia,Maldives,7
Australia,Kazakhstan,4
Australia,Austria,6
Australia,Liberia,3
Australia,Uruguay,2
Australia,Switzerland,11
Australia,South Sudan,1
Australia,Trinidad and Tobago,1
Australia,Kuwait,8
Australia,Virgin Islands,3
Australia,Egypt,9
Australia,Congo (Kinshasa),4
Australia,Niger,3
Australia,Gabon,3
Australia,Uzbekistan,1
Australia,Qatar,9
Australia,Nigeria,9
Australia,Barbados,2
Australia,Saint Kitts and Nevis,1
Australia,Croatia,4
Australia,Spain,8
Australia,Albania,2
Australia,Netherlands Antilles,2
Australia,Portugal,6
Australia,Turkey,9
Australia,Cook Islands,1
Australia,Guinea,1
Australia,Guadeloupe,1
Australia,Ghana,5
Australia,Zimbabwe,6
Australia,United Arab Emirates,14
Australia,Georgia,4
Australia,Comoros,2
Australia,China,13
Australia,Pakistan,6
Australia,Luxembourg,4
Australia,Libya,3
Australia,Belgium,6
Australia,Norway,5
Australia,Oman,8
Australia,Vanuatu,2
Australia,Jordan,7
Australia,Bahamas,2
Australia,Togo,1
Australia,Tunisia,4
Australia,Azerbaijan,4
Australia,Mexico,6
Australia,Honduras,1
Australia,Lithuania,2
Australia,Estonia,2
Australia,East Timor,1
Australia,Ukraine,5
Australia,New Zealand,4
Australia,Namibia,2
Australia,Armenia,1
Australia,Israel,4
Australia,Indonesia,10
Australia,Papua New Guinea,1
Australia,Bosnia and Herzegovina,1
Australia,Cambodia,2
Australia,Tonga,1
Australia,Seychelles,3
Australia,Turkmenistan,1
Australia,Saudi Arabia,10
Australia,Zambia,5
Australia,Denmark,8
Australia,New Caledonia,2
Australia,Morocco,7
Australia,Vietnam,9
Australia,Puerto Rico,3
Australia,Mauritius,4
Australia,Ireland,7
Australia,Algeria,6
Australia,Mongolia,1
Australia,Saint Lucia,3
Australia,Canada,10
Australia,Gibraltar,1
Australia,Suriname,1
Australia,Fiji,3
Australia,Guatemala,2
Australia,Greece,8
Australia,Ecuador,2
Australia,Russia,11
Australia,Reunion,1
Australia,Equatorial Guinea,3
Australia,Kenya,9
Australia,Jamaica,4
Australia,Germany,14
Australia,United Kingdom,14
Australia,Bulgaria,4
Australia,Turks and Caicos Islands,1
Australia,Mayotte,2
Australia,Grenada,2
Australia,Burundi,1
Kyrgyzstan,Switzerland,1
Kyrgyzstan,South Sudan,1
Kyrgyzstan,Kuwait,1
Kyrgyzstan,Egypt,1
Kyrgyzstan,Congo (Kinshasa),1
Kyrgyzstan,Niger,1
Kyrgyzstan,Gabon,1
Kyrgyzstan,Uzbekistan,1
Kyrgyzstan,Qatar,1
Kyrgyzstan,Nigeria,1
Kyrgyzstan,Croatia,1
Kyrgyzstan,Spain,1
Kyrgyzstan,Albania,1
Kyrgyzstan,Portugal,1
Kyrgyzstan,Turkey,1
Kyrgyzstan,Ghana,1
Kyrgyzstan,Montenegro,1
Kyrgyzstan,Mauritania,1
Kyrgyzstan,Zimbabwe,1
Kyrgyzstan,Uganda,1
Kyrgyzstan,United Arab Emirates,1
Kyrgyzstan,Georgia,1
Kyrgyzstan,Sri Lanka,1
Kyrgyzstan,China,1
Kyrgyzstan,Pakistan,1
Kyrgyzstan,Luxembourg,1
Kyrgyzstan,Tajikistan,1
Kyrgyzstan,Afghanistan,1
Kyrgyzstan,Thailand,1
Kyrgyzstan,Libya,1
Kyrgyzstan,Moldova,1
Kyrgyzstan,Belgium,1
Kyrgyzstan,Hong Kong,1
Kyrgyzstan,Singapore,1
Kyrgyzstan,Norway,1
Kyrgyzstan,Oman,1
Kyrgyzstan,Jordan,1
Kyrgyzstan,Tunisia,1
Kyrgyzstan,Azerbaijan,1
Kyrgyzstan,Poland,1
Kyrgyzstan,Finland,1
Kyrgyzstan,Lithuania,1
Kyrgyzstan,Sweden,1
Kyrgyzstan,Estonia,1
Kyrgyzstan,Chad,1
Kyrgyzstan,Ukraine,1
Kyrgyzstan,United States,1
Kyrgyzstan,Italy,1
Kyrgyzstan,Macedonia,1
Kyrgyzstan,Djibouti,1
Kyrgyzstan,Israel,1
Kyrgyzstan,Indonesia,1
Kyrgyzstan,Cote d'Ivoire,1
Kyrgyzstan,Bosnia and Herzegovina,1
Kyrgyzstan,France,1
Kyrgyzstan,Turkmenistan,1
Kyrgyzstan,Saudi Arabia,1
Kyrgyzstan,Sudan,1
Kyrgyzstan,Denmark,1
Kyrgyzstan,Iraq,1
Kyrgyzstan,Morocco,1
Kyrgyzstan,Vietnam,1
Kyrgyzstan,Ireland,1
Kyrgyzstan,Latvia,1
Kyrgyzstan,Senegal,1
Kyrgyzstan,Netherlands,1
Kyrgyzstan,Iran,1
Kyrgyzstan,Romania,1
Kyrgyzstan,Tanzania,1
Kyrgyzstan,Algeria,1
Kyrgyzstan,Mongolia,1
Kyrgyzstan,Cyprus,1
Kyrgyzstan,Burkina Faso,1
Kyrgyzstan,Canada,1
Kyrgyzstan,Brazil,1
Kyrgyzstan,Greece,1
Kyrgyzstan,Czech Republic,1
Kyrgyzstan,Russia,1
Kyrgyzstan,Rwanda,1
Kyrgyzstan,Equatorial Guinea,1
Kyrgyzstan,Kenya,1
Kyrgyzstan,Somalia,1
Kyrgyzstan,Germany,1
Kyrgyzstan,United Kingdom,1
Kyrgyzstan,Bulgaria,1
Kyrgyzstan,Maldives,1
Kyrgyzstan,Kazakhstan,1
Kyrgyzstan,Austria,1
Lesotho,Switzerland,1
Lesotho,Namibia,1
Lesotho,Kuwait,1
Lesotho,United States,1
Lesotho,Egypt,1
Lesotho,Congo (Kinshasa),1
Lesotho,Cote d'Ivoire,1
Lesotho,Gabon,1
Lesotho,Nigeria,1
Lesotho,Seychelles,1
Lesotho,Zambia,1
Lesotho,Congo (Brazzaville),1
Lesotho,Mauritius,1
Lesotho,Ghana,1
Lesotho,Senegal,1
Lesotho,Zimbabwe,1
Lesotho,United Arab Emirates,1
Lesotho,Uganda,1
Lesotho,Malawi,1
Lesotho,Tanzania,1
Lesotho,Botswana,1
Lesotho,Thailand,1
Lesotho,Mozambique,1
Lesotho,Brazil,1
Lesotho,Hong Kong,1
Lesotho,Singapore,1
Lesotho,Rwanda,1
Lesotho,Kenya,1
Lesotho,Germany,1
Lesotho,United Kingdom,1
Macau,Switzerland,1
Macau,Austria,1
Macau,United Arab Emirates,1
Macau,Guam,1
Macau,China,1
Macau,United States,1
Macau,Indonesia,1
Macau,Thailand,1
Macau,Canada,1
Macau,Qatar,1
Macau,France,1
Macau,Hong Kong,1
Macau,Singapore,1
Macau,Vietnam,1
Macau,Taiwan,1
Macau,Germany,1
Macau,United Kingdom,1
Macau,Portugal,1
Macau,Turkey,1
Macau,Philippines,1
Macau,Poland,1
Macau,Burma,1
Montenegro,Switzerland,1
Montenegro,South Sudan,1
Montenegro,Kuwait,1
Montenegro,Egypt,1
Montenegro,Congo (Kinshasa),1
Montenegro,Niger,1
Montenegro,Gabon,1
Montenegro,Uzbekistan,1
Montenegro,Qatar,1
Montenegro,Nigeria,1
Montenegro,Croatia,1
Montenegro,Spain,1
Montenegro,Albania,1
Montenegro,Portugal,1
Montenegro,Turkey,1
Montenegro,Ghana,1
Montenegro,Mauritania,1
Montenegro,Zimbabwe,1
Montenegro,Uganda,1
Montenegro,United Arab Emirates,1
Montenegro,Georgia,1
Montenegro,Sri Lanka,1
Montenegro,China,1
Montenegro,Pakistan,1
Montenegro,Luxembourg,1
Montenegro,Tajikistan,1
Montenegro,Afghanistan,1
Montenegro,Thailand,1
Montenegro,Libya,1
Montenegro,Moldova,1
Montenegro,Belgium,1
Montenegro,Hong Kong,1
Montenegro,Singapore,1
Montenegro,Norway,1
Montenegro,Oman,1
Montenegro,Jordan,1
Montenegro,Tunisia,1
Montenegro,Azerbaijan,1
Montenegro,Poland,1
Montenegro,Finland,1
Montenegro,Lithuania,1
Montenegro,Sweden,1
Montenegro,Estonia,1
Montenegro,Chad,1
Montenegro,Ukraine,1
Montenegro,United States,1
Montenegro,Italy,1
Montenegro,Macedonia,1
Montenegro,Djibouti,1
Montenegro,Israel,1
Montenegro,Indonesia,1
Montenegro,Cote d'Ivoire,1
Montenegro,Bosnia and Herzegovina,1
Montenegro,France,1
Montenegro,Turkmenistan,1
Montenegro,Saudi Arabia,1
Montenegro,Sudan,1
Montenegro,Denmark,1
Montenegro,Iraq,1
Montenegro,Morocco,1
Montenegro,Vietnam,1
Montenegro,Ireland,1
Montenegro,Latvia,1
Montenegro,Senegal,1
Montenegro,Netherlands,1
Montenegro,Iran,1
Montenegro,Romania,1
Montenegro,Tanzania,1
Montenegro,Algeria,1
Montenegro,Mongolia,1
Montenegro,Cyprus,1
Montenegro,Burkina Faso,1
Montenegro,Canada,1
Montenegro,Brazil,1
Montenegro,Greece,1
Montenegro,Czech Republic,1
Montenegro,Russia,1
Montenegro,Rwanda,1
Montenegro,Equatorial Guinea,1
Montenegro,Kenya,1
Montenegro,Somalia,1
Montenegro,Germany,1
Montenegro,United Kingdom,1
Montenegro,Bulgaria,1
Montenegro,Maldives,1
Montenegro,Kazakhstan,1
Montenegro,Austria,1
Dominican Republic,Mauritania,1
Dominican Republic,Uganda,3
Dominican Republic,Malawi,2
Dominican Republic,Sri Lanka,1
Dominican Republic,Aruba,1
Dominican Republic,Haiti,1
Dominican Republic,Palau,1
Dominican Republic,Central African Republic,1
Dominican Republic,Thailand,3
Dominican Republic,Costa Rica,3
Dominican Republic,Bermuda,1
Dominican Republic,French Polynesia,1
Dominican Republic,Hong Kong,3
Dominican Republic,Singapore,3
Dominican Republic,Antigua and Barbuda,1
Dominican Republic,Poland,3
Dominican Republic,Finland,3
Dominican Republic,Sweden,3
Dominican Republic,Cayman Islands,1
Dominican Republic,Chad,1
Dominican Republic,United States,3
Dominican Republic,Italy,3
Dominican Republic,Djibouti,2
Dominican Republic,Jersey,2
Dominican Republic,Cote d'Ivoire,1
Dominican Republic,France,3
Dominican Republic,Taiwan,2
Dominican Republic,Congo (Brazzaville),2
Dominican Republic,Philippines,2
Dominican Republic,Latvia,2
Dominican Republic,Senegal,1
Dominican Republic,Netherlands,3
Dominican Republic,Romania,3
Dominican Republic,Tanzania,2
Dominican Republic,Chile,2
Dominican Republic,Cyprus,3
Dominican Republic,Burkina Faso,2
Dominican Republic,Colombia,1
Dominican Republic,Brazil,3
Dominican Republic,Panama,2
Dominican Republic,Sierra Leone,3
Dominican Republic,Czech Republic,3
Dominican Republic,Rwanda,2
Dominican Republic,Peru,2
Dominican Republic,Isle of Man,1
Dominican Republic,Maldives,1
Dominican Republic,Kazakhstan,2
Dominican Republic,Liberia,3
Dominican Republic,Austria,3
Dominican Republic,Uruguay,2
Dominican Republic,Switzerland,3
Dominican Republic,Trinidad and Tobago,1
Dominican Republic,Kuwait,3
Dominican Republic,Virgin Islands,3
Dominican Republic,Egypt,3
Dominican Republic,Congo (Kinshasa),2
Dominican Republic,Niger,2
Dominican Republic,Gabon,1
Dominican Republic,Qatar,3
Dominican Republic,Nigeria,3
Dominican Republic,Barbados,1
Dominican Republic,Saint Kitts and Nevis,1
Dominican Republic,Croatia,2
Dominican Republic,Spain,3
Dominican Republic,Albania,1
Dominican Republic,Netherlands Antilles,2
Dominican Republic,Portugal,3
Dominican Republic,Turkey,3
Dominican Republic,Guinea,1
Dominican Republic,Guadeloupe,1
Dominican Republic,Ghana,2
Dominican Republic,Zimbabwe,3
Dominican Republic,United Arab Emirates,3
Dominican Republic,Georgia,2
Dominican Republic,Comoros,2
Dominican Republic,China,3
Dominican Republic,Pakistan,1
Dominican Republic,Luxembourg,3
Dominican Republic,Libya,1
Dominican Republic,Belgium,3
Dominican Republic,Norway,3
Dominican Republic,Oman,3
Dominican Republic,Bahamas,2
Dominican Republic,Jordan,2
Dominican Republic,Togo,1
Dominican Republic,Tunisia,1
Dominican Republic,Azerbaijan,2
Dominican Republic,Mexico,3
Dominican Republic,Honduras,1
Dominican Republic,Lithuania,1
Dominican Republic,Estonia,1
Dominican Republic,Ukraine,3
